	featureCounts on dataset 88 and 98: Counts	featureCounts on dataset 89 and 98: Counts	featureCounts on dataset 90 and 98: Counts	Mutant	Mutant2	Mutant3
gene-BTH_RS00005	401.605033906864	454.100123873004	386.71435536325	509.737487818746	606.020382958063	476.211872484341
gene-BTH_RS00010	625.934821239037	585.865387634715	611.413718953369	335.459651074392	549.791687632058	393.308591039698
gene-BTH_RS00015	218.858329104558	283.131971719379	252.666237170004	143.048860217909	149.943187536016	132.066855324605
gene-BTH_RS00020	264.818578216516	265.708465767417	238.200612904546	297.178970171008	257.937983320884	249.673835978632
gene-BTH_RS00025	2277.22091433293	2289.01309443898	2276.88925938313	1649.0914378642	1852.86938883791	1559.73848113292
gene-BTH_RS00030	1158.85485260864	1398.23635264493	1242.11493692735	1037.60792974962	939.822479020384	935.071895363989
gene-BTH_RS34740	196.972496194102	261.352589279427	246.879987463821	169.24090504654	170.471123924875	203.402237032785
gene-BTH_RS00040	80.9775817686866	78.4057767838281	82.9362457886273	48.3545442990115	68.7239609540072	43.3796240117314
gene-BTH_RS00045	0	0	0	0	0	0
gene-BTH_RS00050	214.481162522467	231.950422985491	251.701862218974	251.846584890685	204.386844915164	203.402237032785
gene-BTH_RS00055	133.503580753781	126.320418151723	148.513742458705	173.270450404791	141.017997801729	119.534963943438
gene-BTH_RS00060	121.46637265303	119.786603419737	127.297493536033	142.041473878346	140.1254788283	125.318913811669
gene-BTH_RS00065	154.295122018714	133.943202005706	149.478117409735	182.336927460856	166.008529057732	185.086395783387
gene-BTH_RS00070	225.424078977695	215.615886155527	233.378738149393	335.459651074392	242.765160772597	293.053459990363
gene-BTH_RS00075	55.8088739216624	99.0961901017827	93.5443702499633	91.6721569002093	74.9715937680078	110.859039141091
gene-BTH_RS00080	60.1860405037535	52.2705178558854	74.2568712293523	47.3471579594488	53.5511384057199	61.6954652611292
gene-BTH_RS00085	252.781370115765	306.000323281329	288.348110358134	242.78010783462	227.59233822431	241.961902820991
gene-BTH_RS00090	78.788998477641	75.1388694178352	96.437495103055	52.3840896572625	83.0042645288658	75.1913482870012
MSTRG.18.1	16.4143746828419	18.5124750739594	16.3943741675193	9.06647705606466	15.1728225482873	12.5318913811669
gene-BTH_RS00095	0	0	0	0	0	0
gene-BTH_RS00100	0	0	0	0	0	0
gene-BTH_RS00105	0	0	0	0	0	0
MSTRG.18.5	0	0	0	0	0	0
gene-BTH_RS00115	0	0	0	0	0	0
gene-BTH_RS00125	0	0	0	0	0	0
gene-BTH_RS00130	0	0	0	0	0	0
gene-BTH_RS00110	0	0	0	0	0	0
gene-BTH_RS00120	0	0	0	0	0	0
gene-BTH_RS00135	25.1687078470242	4.35587648799045	24.1093737757637	19.1403404516921	20.5279363888593	8.67592480234629
gene-BTH_RS00140	0	0	0	0	0	0
gene-BTH_RS00145	62.3746237947991	82.7616532718185	82.9362457886273	90.6647705606466	111.564871678583	67.47941512936
gene-BTH_RS00150	56.9031655671852	66.4271164418543	77.149996082444	42.3102262616351	153.51326342973	50.1275655246674
gene-BTH_RS00155	1.09429164552279	2.17793824399522	1.9287499020611	0	0	1.92798328941029
gene-BTH_RS00160	0	0	0	0	0	0
gene-BTH_RS00165	221.046912395604	160.078460933649	181.302490793743	171.255677725666	162.438453164017	212.078161835131
gene-BTH_RS00170	163.049455182896	172.057121275623	194.803740108171	189.388631837795	160.65341521716	153.274671508118
gene-BTH_RS00175	500.091282003916	450.833216507011	447.469977278175	399.932376806408	383.783158574326	457.896031234943
gene-BTH_RS00180	4527.08453752779	5155.1798235367	4636.71476455488	5265.60839689444	5991.47986862663	5745.39020244265
gene-BTH_RS00185	1600.94867739984	1949.25472837573	1940.32240147347	1670.24655099502	1861.79457857219	1496.11503258238
gene-BTH_RS00190	147.729372145577	185.124750739594	171.658741283438	534.922146307815	427.51658827233	424.156323670263
gene-BTH_RS00195	248.404203533674	201.459287569558	224.699363590118	463.39771619886	422.161474431759	416.444390512622
gene-BTH_RS00200	158.672288600805	192.747534593577	142.727492752521	163.196587009164	151.728225482873	154.238663152823
gene-BTH_RS00205	117.089206070939	158.989491811651	156.228742066949	146.071019236597	157.083339323445	145.562738350477
gene-BTH_RS00210	784.607109839841	750.299725056355	756.069961607951	804.901685310629	730.080520264648	707.569867213575
gene-BTH_RS00215	715.666736171906	651.203534954572	694.349964741996	598.387485700267	514.98344766834	556.223178994868
gene-BTH_RS00220	583.257447063648	655.559411442562	572.838720912147	599.39487203983	524.801156376055	526.339438009008
gene-BTH_RS00225	120.372081007507	103.452066589773	132.119368291185	131.967610482719	126.73769422687	126.282905456374
gene-BTH_RS00230	74.4118318955498	53.359486977883	90.6512453968717	98.7238612771485	79.4341886351512	104.111097628155
gene-BTH_RS00235	125.843539235121	103.452066589773	144.656242654582	201.477267912548	166.90104803116	155.202654797528
gene-BTH_RS00240	141.16362227244	124.142479907728	144.656242654582	254.868743909373	199.924250048021	212.078161835131
gene-BTH_RS00245	227.612662268741	206.904133179546	226.628113492179	327.40056035789	323.091868381177	315.225267818582
gene-BTH_RS00250	186.029579738875	200.370318447561	189.981865353018	280.053402398442	317.736754540605	260.277744070389
gene-BTH_RS00255	41.5830825298661	32.6690736599284	49.183122502558	86.6352252023956	97.2845681037245	65.5514318399497
gene-BTH_RS00260	103.957706324665	63.1602090758615	92.5799952989328	84.6204525232701	182.966389552876	129.174880390489
gene-BTH_RS00265	78.788998477641	80.5837150278233	64.6131217190468	45.3323852803233	140.1254788283	55.9115153928983
gene-BTH_RS00270	60.1860405037535	47.9146413678949	56.8981221108024	38.2806809033841	276.680881762886	49.1635738799623
gene-BTH_RS00275	45.9602491119572	30.4911354159331	39.5393729922525	40.2954535825096	134.770364987728	25.0637827623337
gene-BTH_RS00280	112.712039488848	96.9182518577875	102.223744809238	88.6499978815211	368.610336026039	76.1553399317063
gene-BTH_RS00285	136.786455690349	164.434337421639	182.266865744774	129.952837803593	249.012793586597	129.174880390489
gene-BTH_RS00290	4.37716658209117	3.26690736599284	3.8574998041222	10.0738633956274	11.6027466545726	4.81995822352572
gene-BTH_RS00295	267.007161507561	222.149700887513	234.343113100424	240.765335155495	308.811564806318	202.43824538808
gene-BTH_RS00300	125.843539235121	92.562375369797	136.941243046338	88.6499978815211	99.0696060505818	90.6152146022834
gene-BTH_RS00305	78.788998477641	88.2064988818066	104.152494711299	70.5170437693918	74.9715937680078	84.8312647340526
gene-BTH_RS00310	225.424078977695	276.598156987393	295.098735015348	289.119879454506	238.302565905454	218.826103348067
gene-BTH_RS00315	108.334872906756	135.032171127704	160.086241871071	228.676699080742	140.1254788283	141.706771771656
gene-BTH_RS00320	0	1.08896912199761	0	0	0	0
gene-BTH_RS00325	0	0	0	0	0	0
gene-BTH_RS00330	89.7319149328689	128.498356395718	112.831869270574	130.960224143156	116.919985519155	81.9392897999372
gene-BTH_RS00335	123.654955944075	135.032171127704	141.763117801491	114.842042710152	121.382580386298	133.994838614015
gene-BTH_RS34835	31.734457720161	28.3131971719379	42.4324978453442	29.2142038473194	29.4531261231459	30.8477326305646
gene-BTH_RS00340	159.766580246328	161.167430055647	216.019989030843	237.743176136807	208.849439782308	188.942362362208
gene-BTH_RS34840	86.4490399963005	92.562375369797	129.226243438094	131.967610482719	147.26563061573	96.3991644705143
gene-BTH_RS00345	496.808407067347	692.584361590481	744.497462195584	1152.44997245977	823.795012474658	709.497850502985
gene-BTH_RS00350	448.659574664345	686.050546858496	672.169340868293	712.222142070857	502.488182040338	537.90733774547
gene-BTH_RS34845	50.3374156940484	64.2491781978591	59.7912469638941	68.5022710902663	84.7893024757232	43.3796240117314
gene-BTH_RS00355	0	0	0	0	0	0
gene-BTH_RS00360	61.2803321492763	86.0285606378113	103.188119760269	91.6721569002093	106.209757838011	77.1193315764114
gene-BTH_RS00365	414.736533653138	439.943525287035	452.291852033328	328.407946697453	390.923310361755	296.909426569184
gene-BTH_RS00370	39.3944992388205	47.9146413678949	54.9693722087413	51.3767033176997	64.2613660868639	43.3796240117314
gene-BTH_RS35495	28.4515827835926	39.202888391914	24.1093737757637	29.2142038473194	37.4857968840039	31.8117242752697
gene-BTH_RS00375	168.52091341051	140.477016737692	160.086241871071	170.248291386103	156.190820350016	156.166646442233
gene-BTH_RS00380	0	0	0	0	0	0
MSTRG.69.1	102.863414679142	74.0499002958376	88.7224954948106	55.4062486759507	75.8641127414365	92.5431978916937
gene-BTH_RS00385	0	0	0	0	0	0
gene-BTH_RS00395	0	0	0	0	0	0
gene-BTH_RS00400	0	0	0	0	0	0
gene-BTH_RS29265	0	0	0	0	0	0
gene-BTH_RS34850	0	0	0	0	0	0
gene-BTH_RS00425	0	0	0	0	0	0
gene-BTH_RS00430	0	0	0	0	0	0
gene-BTH_RS00435	0	0	0	0	0	0
gene-BTH_RS00445	0	0	0	0	0	0
gene-BTH_RS00450	0	0	0	0	0	0
gene-BTH_RS00455	16.4143746828419	17.4235059519618	13.5012493144277	8.05909071650192	20.5279363888593	9.63991644705143
gene-BTH_RS00475	0	0	0	0	0	0
gene-BTH_RS00485	0	0	0	0	0	0
gene-BTH_RS00490	0	0	0	0	0	0
gene-BTH_RS00495	0	0	0	0	0	0
gene-BTH_RS00510	0	0	0	0	0	0
gene-BTH_RS00390	0	0	0	0	0	0
gene-BTH_RS29270	0	0	0	0	0	0
gene-BTH_RS29280	0	0	0	0	0	0
gene-BTH_RS00420	0	0	0	0	0	0
gene-BTH_RS00440	0	0	0	0	0	0
MSTRG.75.1	6.56574987313675	13.0676294639713	11.5724994123666	8.05909071650192	21.420455362288	14.4598746705771
gene-BTH_RS00500	0	0	0	0	0	0
gene-BTH_RS00505	0	0	0	0	0	0
gene-BTH_RS00460	0	0	0	0	0	0
gene-BTH_RS00465	3.28287493656837	11.9786603419737	11.5724994123666	7.05170437693918	9.81770870771531	9.63991644705143
gene-BTH_RS00470	3.28287493656837	2.17793824399522	4.82187475515275	1.00738633956274	4.46259486714332	3.85596657882057
gene-BTH_RS00520	28.4515827835926	31.5801045379307	32.7887483350387	30.2215901868822	47.3035055917192	38.5596657882057
gene-BTH_RS00525	76.6004151865954	44.6477340019021	53.0406223066802	44.3249989407605	83.0042645288658	67.47941512936
gene-BTH_RS00530	35.0173326567293	32.6690736599284	56.8981221108024	48.3545442990115	42.8409107245759	53.0195404587829
MSTRG.82.1	7.66004151865954	4.35587648799045	1.9287499020611	3.02215901868822	5.35511384057199	5.78394986823086
gene-BTH_RS00535	0	0	0	0	0	0
gene-BTH_RS33045	0	0	0	0	0	0
gene-BTH_RS34855	0	0	0	0	0	0
gene-BTH_RS00545	0	0	0	0	0	0
gene-BTH_RS00550	0	0	0	0	0	0
gene-BTH_RS00555	0	0	0	0	0	0
gene-BTH_RS00560	0	0	0	0	0	0
gene-BTH_RS00565	10.9429164552279	4.35587648799045	9.6437495103055	9.06647705606466	5.35511384057199	8.67592480234629
gene-BTH_RS00570	0	0	0	0	0	0
gene-BTH_RS34165	41.5830825298661	21.7793824399522	34.7174982370998	17.1255677725666	177.611275712304	24.0997911176286
gene-BTH_RS00575	155.389413664236	67.5160855638519	191.910615255079	114.842042710152	323.984387354605	155.202654797528
gene-BTH_RS00580	420.207991880752	422.520019335073	459.042476690542	361.651695903024	596.202674250348	402.94850748675
gene-BTH_RS00585	224.329787332172	178.590936007608	203.483114667446	161.181814330038	260.61554024117	147.490721639887
gene-BTH_RS00590	60.1860405037535	77.3168076618305	66.5418716211079	103.760792974962	277.573400736315	78.0833232211166
gene-BTH_RS00595	48.1488324030028	35.9359810259212	36.6462481391609	33.2437492055704	347.189880663751	26.991766051744
gene-BTH_RS34170	2.18858329104558	0	0	0	4.46259486714332	1.92798328941029
gene-BTH_RS00600	0	0	0	0	0	0
gene-BTH_RS00605	0	0	0	0	0	0
gene-BTH_RS00610	25.1687078470242	20.6904133179546	12.5368743633971	17.1255677725666	148.158149589158	14.4598746705771
gene-BTH_RS00615	86.4490399963005	49.0036104898925	59.7912469638941	33.2437492055704	307.919045832889	51.0915571693726
gene-BTH_RS00620	50.3374156940484	40.2918575139116	33.7531232860692	32.2363628660077	265.970654081742	30.8477326305646
gene-BTH_RS00625	142.257913917963	128.498356395718	124.404368682941	106.78295199365	373.965449866611	107.967064206976
gene-BTH_RS00630	51.4317073395712	52.2705178558854	50.1474974535886	41.3028399220723	157.975858296874	50.1275655246674
gene-BTH_RS00635	33.9230410112065	20.6904133179546	27.0024986288554	13.0960224143156	129.415251147156	28.9197493411543
gene-BTH_RS00640	54.7145822761396	47.9146413678949	52.0762473556497	53.3914759968252	190.106541340306	40.487649077616
gene-BTH_RS00645	0	0	0	0	0	0
gene-BTH_RS00650	194.783912903057	104.541035711771	189.981865353018	146.071019236597	257.045464347455	157.130638086938
gene-BTH_RS00655	18.6029579738875	16.3345368299642	25.0737487267943	24.1772721495058	41.0558727777186	22.1718078282183
gene-BTH_RS00660	342.513285048634	285.309909963374	267.131861435462	266.957379984126	497.133068199766	263.169719004504
gene-BTH_RS00665	19.6972496194102	8.71175297598089	10.608124461336	5.0369316978137	39.2708348308613	10.6039080917566
gene-BTH_RS00670	377.530617705363	404.007544261114	376.106230901914	332.437492055704	1040.67712301782	320.045226042108
gene-BTH_RS00675	0	0	0	0	0	0
gene-BTH_RS00680	227.612662268741	268.97537313341	192.87499020611	187.37385915867	765.781279201795	186.050387428093
gene-BTH_RS00685	94.1090815149601	95.8292827357898	108.009994515422	55.4062486759507	175.826237765447	79.0473148658217
gene-BTH_RS00690	101.76912303362	81.6726841498209	90.6512453968717	50.369316978137	164.223491110874	76.1553399317063
gene-BTH_RS00695	0	0	0	0	0	0
gene-BTH_RS00700	45.9602491119572	56.6263943438758	52.0762473556497	32.2363628660077	83.0042645288658	28.9197493411543
gene-BTH_RS00705	0	0	0	0	0	0
gene-BTH_RS00710	87.5433316418233	95.8292827357898	94.5087452009939	37.2732945638214	74.0790747945792	44.3436156564366
gene-BTH_RS00715	146.635080500054	84.9395915158137	106.08124461336	91.6721569002093	211.526996702594	107.967064206976
gene-BTH_RS00720	234.178412141877	205.815164057549	192.87499020611	185.359086479544	697.057318247787	221.718078282183
gene-BTH_RS29330	31.734457720161	46.8256722458973	29.895623481947	37.2732945638214	201.709287994878	28.9197493411543
gene-BTH_RS00725	77.6947068321182	80.5837150278233	90.6512453968717	58.4284076946389	433.764221086331	50.1275655246674
gene-BTH_RS00735	459.602491119572	603.288893586677	447.469977278175	530.892600949564	556.931839419487	476.211872484341
gene-BTH_RS00740	427.868033399411	399.651667773124	392.500605069434	364.673854921712	504.273219987196	374.992749790301
gene-BTH_RS00750	166.332330119464	142.654954981687	122.47561878088	154.130109953099	419.483917511472	149.418704929297
gene-BTH_RS00755	0	0	0	0	0	0.963991644705143
gene-BTH_RS00760	1.09429164552279	2.17793824399522	0.96437495103055	3.02215901868822	1.78503794685733	2.89197493411543
gene-BTH_RS00765	0	0	0	0	0	0
gene-BTH_RS00770	42.6773741753889	54.4484560998806	50.1474974535886	64.4727257320153	179.396313659162	50.1275655246674
gene-BTH_RS00775	0	0	0	0	0	0
gene-BTH_RS00780	309.68453568295	313.623107135312	266.167486484432	1123.23576861245	787.201734564082	834.816764314654
gene-BTH_RS00785	32.8287493656837	19.601444195957	24.1093737757637	30.2215901868822	82.1117455554372	36.6316824987954
gene-BTH_RS00790	60.1860405037535	35.9359810259212	29.895623481947	45.3323852803233	66.0464040337212	48.1995822352572
gene-BTH_RS00795	13.1314997462735	6.53381473198567	8.67937455927495	2.01477267912548	23.2054933091453	12.5318913811669
gene-BTH_RS00800	94.1090815149601	63.1602090758615	70.3993714252301	87.6426115419583	121.382580386298	102.183114338745
gene-BTH_RS00805	13.1314997462735	20.6904133179546	12.5368743633971	21.1551131308175	47.3035055917192	16.3878579599874
gene-BTH_RS35500	119.277789361984	72.96093117384	121.511243829849	127.938065124468	116.919985519155	135.922821903425
gene-BTH_RS00815	41.5830825298661	11.9786603419737	22.1806238737026	19.1403404516921	33.9157209902893	22.1718078282183
gene-BTH_RS00820	19.6972496194102	4.35587648799045	15.4299992164888	11.0812497351901	15.1728225482873	20.243824538808
gene-BTH_RS00825	61.2803321492763	56.6263943438758	61.7199968659552	54.3988623363879	52.6586194322912	50.1275655246674
gene-BTH_RS00830	74.4118318955498	41.3808266359093	70.3993714252301	62.4579530528899	67.8314419805785	76.1553399317063
gene-BTH_RS00835	121.46637265303	88.2064988818066	103.188119760269	97.7164749375857	117.812504492584	103.14710598345
gene-BTH_RS00840	0	0	0	0	0.892518973428665	0
gene-BTH_RS00845	0	0	0	0	0	0
gene-BTH_RS00850	3.28287493656837	1.08896912199761	11.5724994123666	3.02215901868822	4.46259486714332	4.81995822352572
gene-BTH_RS00855	1.09429164552279	1.08896912199761	0	0	0.892518973428665	0
gene-BTH_RS00860	0	0	0	0	0	0
gene-BTH_RS00865	75.5061235410726	39.202888391914	52.0762473556497	55.4062486759507	45.5184676448619	44.3436156564366
gene-BTH_RS00870	28.4515827835926	17.4235059519618	21.2162489226721	24.1772721495058	26.7755692028599	23.1357994729234
gene-BTH_RS00875	77.6947068321182	57.7153634658734	78.1143710334745	92.679543239772	80.3267076085798	74.227356642296
gene-BTH_RS00880	0	0	0	0	0	0
gene-BTH_RS00885	1.09429164552279	0	0	0	2.67755692028599	0.963991644705143
gene-BTH_RS00890	0	2.17793824399522	0	0	0	0.963991644705143
gene-BTH_RS00895	0	0	0	0	0	0
gene-BTH_RS00900	103.957706324665	88.2064988818066	94.5087452009939	141.034087538784	164.223491110874	147.490721639887
gene-BTH_RS00905	16.4143746828419	20.6904133179546	14.4656242654582	34.2511355451331	33.9157209902893	27.9557576964492
gene-BTH_RS00910	0	0	0	0	0	0
gene-BTH_RS00915	47.05454075748	23.9573206839475	34.7174982370998	35.2585218846959	50.8735814854339	72.2993733528857
gene-BTH_RS00920	35.0173326567293	21.7793824399522	35.6818731881303	34.2511355451331	36.5932779105753	44.3436156564366
gene-BTH_RS00925	41.5830825298661	35.9359810259212	39.5393729922525	54.3988623363879	43.7334296980046	36.6316824987954
gene-BTH_RS00930	16.4143746828419	6.53381473198567	16.3943741675193	14.1034087538784	14.2803035748586	6.747941512936
gene-BTH_RS00935	2.18858329104558	0	0	1.00738633956274	0.892518973428665	1.92798328941029
gene-BTH_RS00940	0	0	0	0	0	0
gene-BTH_RS00945	0	0	0	0	0	0
gene-BTH_RS00950	70.0346653134587	49.0036104898925	72.3281213272912	90.6647705606466	99.0696060505818	61.6954652611292
gene-BTH_RS00955	36.1116243022521	23.9573206839475	24.1093737757637	45.3323852803233	37.4857968840039	31.8117242752697
gene-BTH_RS00960	124.749247589598	119.786603419737	107.045619564391	148.085791915723	192.784098260592	160.022613021054
gene-BTH_RS00965	0	0	0	0	0	0
gene-BTH_RS00970	49.2431240485256	40.2918575139116	54.0049972577108	56.4136350155134	67.8314419805785	65.5514318399497
gene-BTH_RS00975	84.2604567052549	82.7616532718185	80.0431209355356	107.790338333213	139.232959854872	107.967064206976
gene-BTH_RS00980	1.09429164552279	0	1.9287499020611	0	0.892518973428665	0
gene-BTH_RS00985	0	0	0	0	0	0
gene-BTH_RS00990	56.9031655671852	44.6477340019021	30.8599984329776	43.3176126011978	50.8735814854339	46.2715989458469
gene-BTH_RS00995	153.200830373191	132.854232883709	136.941243046338	184.351700139981	170.471123924875	204.36622867749
gene-BTH_RS01000	111.617747843325	113.252788687752	108.009994515422	131.967610482719	146.373111642301	136.88681354813
gene-BTH_RS01005	114.900622779893	106.718973955766	106.08124461336	105.775565654088	109.779833731726	104.111097628155
gene-BTH_RS34175	84.2604567052549	88.2064988818066	59.7912469638941	49.3619306385742	59.7987712197205	46.2715989458469
gene-BTH_RS01010	439.905241500162	481.324351922944	462.899976494664	274.009084361065	237.410046932025	245.817869399811
gene-BTH_RS34870	68.9403736679359	113.252788687752	87.75812054378	65.4801120715781	122.275099359727	65.5514318399497
gene-BTH_RS01025	198.066787839625	268.97537313341	291.241235211226	231.69885809943	225.807300277452	178.338454270451
gene-BTH_RS01030	124.749247589598	139.388047615694	150.442492360766	99.7312476167112	119.597542439441	107.967064206976
MSTRG.154.1	3.28287493656837	6.53381473198567	4.82187475515275	4.02954535825096	5.35511384057199	6.747941512936
gene-BTH_RS01035	64.5632070858447	68.6050546858496	66.5418716211079	27.199431168194	19.6354174154306	30.8477326305646
gene-BTH_RS01040	0	0	0	0	0	0
gene-BTH_RS01045	37.2059159477749	23.9573206839475	37.6106230901914	15.1107950934411	18.742898442002	19.2798328941029
gene-BTH_RS01050	0	0	0	0	0	0
gene-BTH_RS34180	37.2059159477749	30.4911354159331	56.8981221108024	53.3914759968252	31.2381640700033	36.6316824987954
gene-BTH_RS01055	283.421536190403	263.530527523422	274.846861043707	623.572144189336	901.444163162952	642.018435373625
gene-BTH_RS01060	134.597872399303	119.786603419737	116.689369074697	250.839198551122	357.007589371466	256.421777491568
gene-BTH_RS01065	33.9230410112065	21.7793824399522	25.0737487267943	41.3028399220723	74.0790747945792	56.8755070376034
gene-BTH_RS01070	37.2059159477749	23.9573206839475	38.574998041222	79.5835208254564	85.6818214491518	84.8312647340526
MSTRG.160.1	0	1.08896912199761	0	0	0	0.963991644705143
MSTRG.160.2	0	0	0	0	0	0
MSTRG.160.3	0	0	0	0	0	0
MSTRG.160.4	0	0	0	0	0	0
gene-BTH_RS01075	0	0	0	0	0	0
gene-BTH_RS34185	0	0	0	0	0	0
gene-BTH_RS01080	0	0	0	0	0	0
gene-BTH_RS01085	0	0	0	0	0	0
gene-BTH_RS01090	0	0	0	0	0	0
gene-BTH_RS01095	0	0	0	0	0	0
gene-BTH_RS01100	0	0	0	0	0	0
gene-BTH_RS01105	0	0	0	0	0	0
gene-BTH_RS01110	0	0	0	0	0	0
gene-BTH_RS29355	0	0	0	0	0	0
gene-BTH_RS01120	61.2803321492763	31.5801045379307	77.149996082444	55.4062486759507	49.0885435385766	60.731473616424
gene-BTH_RS01125	63.4689154403219	21.7793824399522	51.1118724046191	51.3767033176997	61.5838091665779	66.5154234846549
gene-BTH_RS01130	89.7319149328689	100.18515922378	93.5443702499633	106.78295199365	68.7239609540072	92.5431978916937
gene-BTH_RS01135	32.8287493656837	40.2918575139116	28.9312485309165	28.2068175077567	41.0558727777186	41.4516407223212
gene-BTH_RS01140	20.791541264933	16.3345368299642	54.9693722087413	20.1477267912548	39.2708348308613	36.6316824987954
gene-BTH_RS01145	546.051531115873	532.505900656832	424.324978453442	323.371014999639	259.723021267742	321.009217686813
gene-BTH_RS34190	126.937830880644	144.832893225682	135.976868095308	147.07840557616	128.522732173728	112.787022430502
gene-BTH_RS01150	0	0	0	0	0	0
gene-BTH_RS01155	51.4317073395712	41.3808266359093	67.5062465721385	50.369316978137	43.7334296980046	52.0555488140777
gene-BTH_RS01160	146.635080500054	107.807943077764	116.689369074697	104.768179314525	105.317238864582	92.5431978916937
gene-BTH_RS01165	399.416450615819	323.423829233291	347.174982370998	430.15396699329	351.652475530894	352.820941962082
gene-BTH_RS01170	109.429164552279	126.320418151723	108.974369466452	124.91590610578	107.10227681144	100.255131049335
gene-BTH_RS01175	463.979657701664	513.993425582873	513.047473948252	481.53067031099	469.464980023478	451.148089722007
gene-BTH_RS01180	142.257913917963	71.8719620518424	155.264367115919	103.760792974962	139.232959854872	126.282905456374
gene-BTH_RS01185	80.9775817686866	80.5837150278233	84.8649956906884	1359.9715584097	2158.11087775051	1600.22613021054
gene-BTH_RS01190	0	0	0	0	0	0
gene-BTH_RS01195	96.2976648060056	82.7616532718185	81.9718708375967	1050.70395216394	1967.11181743678	1311.9926284437
gene-BTH_RS01200	115.994914425416	106.718973955766	100.294994907177	942.913613830724	1677.04315107246	1182.81774805321
gene-BTH_RS01205	71.1289569589814	43.5587648799045	65.5774966700774	489.589761027491	943.392554914099	611.170702743061
gene-BTH_RS01210	101.76912303362	80.5837150278233	92.5799952989328	610.47612177502	939.822479020384	734.561633265319
gene-BTH_RS01215	166.332330119464	142.654954981687	137.905617997369	570.180668192511	579.244813755203	542.727295968996
gene-BTH_RS01220	20.791541264933	13.0676294639713	18.3231240695804	26.1920448286312	24.098012282574	20.243824538808
gene-BTH_RS01225	10.9429164552279	1.08896912199761	10.608124461336	2.01477267912548	6.24763281400065	7.71193315764114
gene-BTH_RS01235	67.8460820224131	29.4021662939355	57.862497061833	42.3102262616351	41.0558727777186	56.8755070376034
gene-BTH_RS01240	0	0	0	0	0	0
gene-BTH_RS01245	42.6773741753889	13.0676294639713	25.0737487267943	30.2215901868822	37.4857968840039	34.7036992093851
gene-BTH_RS34875	3.28287493656837	0	1.9287499020611	0	0	0
gene-BTH_RS34880	12.0372081007507	4.35587648799045	17.3587491185499	15.1107950934411	20.5279363888593	17.3518496046926
gene-BTH_RS01255	48.1488324030028	45.7367031238997	67.5062465721385	83.6130661837074	90.1444163162951	84.8312647340526
gene-BTH_RS01260	167.426621764987	193.836503715575	221.806238737026	251.846584890685	181.181351606019	211.114170190426
gene-BTH_RS01265	140.069330626917	182.946812495599	161.050616822102	164.203973348727	167.793567004589	165.806562889285
gene-BTH_RS01270	131.314997462735	90.3844371258018	88.7224954948106	93.6869295793348	106.209757838011	80.975298155232
gene-BTH_RS01275	78.788998477641	44.6477340019021	72.3281213272912	81.5982935045819	68.7239609540072	79.0473148658217
gene-BTH_RS01280	373.153451123272	406.185482505109	428.182478257564	460.375557180172	293.638742258031	385.596657882057
gene-BTH_RS01285	78.788998477641	51.1815487338878	82.9362457886273	62.4579530528899	67.8314419805785	68.4434067740652
gene-BTH_RS01290	128.032122526167	117.608665175742	156.228742066949	126.930678784905	116.027466545726	122.426938877553
gene-BTH_RS01295	0	0	0	0	0	0
gene-BTH_RS01300	15.3200830373191	17.4235059519618	19.287499020611	5.0369316978137	8.92518973428665	9.63991644705143
gene-BTH_RS01305	25.1687078470242	18.5124750739594	32.7887483350387	17.1255677725666	23.2054933091453	11.5678997364617
gene-BTH_RS01310	0	0	0	0	0	0
gene-BTH_RS01315	43.7716658209117	8.71175297598089	32.7887483350387	18.1329541121293	19.6354174154306	23.1357994729234
gene-BTH_RS01320	93.0147898694373	42.4697957579069	103.188119760269	48.3545442990115	74.9715937680078	78.0833232211166
gene-BTH_RS01325	0	0	0	0	0	0
gene-BTH_RS01330	103.957706324665	40.2918575139116	95.4731201520244	52.3840896572625	56.2286953260059	83.8672730893474
gene-BTH_RS01335	14.2257913917963	11.9786603419737	40.5037479432831	12.0886360747529	19.6354174154306	20.243824538808
gene-BTH_RS01340	7.66004151865954	5.44484560998806	15.4299992164888	9.06647705606466	15.1728225482873	19.2798328941029
gene-BTH_RS01345	0	0	0	0	0	0
gene-BTH_RS01350	19.6972496194102	7.62278385398328	19.287499020611	8.05909071650192	10.710227681144	13.495883025872
gene-BTH_RS01355	16.4143746828419	6.53381473198567	18.3231240695804	6.04431803737644	14.2803035748586	8.67592480234629
gene-BTH_RS01360	47.05454075748	22.8683515619499	61.7199968659552	39.2880672429468	34.8082399637179	44.3436156564366
gene-BTH_RS01365	0	0	0	0	0	0
gene-BTH_RS01370	57.9974572127079	19.601444195957	78.1143710334745	60.4431803737644	33.9157209902893	69.4073984187703
gene-BTH_RS01375	0	0	0	0	0	0
gene-BTH_RS01380	33.9230410112065	19.601444195957	40.5037479432831	19.1403404516921	49.9810625120052	41.4516407223212
gene-BTH_RS01385	540.580072888259	537.95074626682	524.619973360619	547.010782382568	1976.03700717106	483.923805641982
gene-BTH_RS29390	123.654955944075	137.210109371699	124.404368682941	111.819883691464	520.338561508912	122.426938877553
MSTRG.210.1	8.75433316418233	9.80072209797851	15.4299992164888	3.02215901868822	13.38778460143	14.4598746705771
gene-BTH_RS01400	0	0	0	0	0	0
gene-BTH_RS01405	0	0	0	0	0	0
gene-BTH_RS01415	0	0	0	0	0	0
